cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,596,4.51242
Astro L1-6 FGFR3 PLCG1,43,0.325560
Endo L2-5 NOSTRIN SRGN,28,0.211993
Exc L2 LINC00507 GLRA3,10975,83.0936
Exc L3 LAMP5 CARM1P1,217,1.64294
Exc L3-5 RORB RPRM,337,2.55148
Micro L1-6 TYROBP CD74,159,1.20382
Oligo L2-6 OPALIN FTH1P3,38,0.287704
OPC L1-6 PDGFRA COL20A1,170,1.28710
VLMC L1-5 PDGFRA COLEC12,645,4.88340
