cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,289,4.16847
Astro L1-6 FGFR3 PLCG1,66,0.951969
Exc L2 LINC00507 GLRA3,6347,91.5477
Micro L1-6 TYROBP CD74,44,0.634646
VLMC L1-5 PDGFRA COLEC12,187,2.69725
