cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1137,16.9854
Astro L1-6 FGFR3 PLCG1,32,0.478040
Endo L2-5 NOSTRIN SRGN,467,6.97640
Exc L3-5 RORB LNX2,4503,67.2692
Micro L1-6 TYROBP CD74,193,2.88318
Oligo L2-6 OPALIN FTH1P3,8,0.119510
VLMC L1-5 PDGFRA COLEC12,354,5.28832
