cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1883,26.3873
Endo L2-5 NOSTRIN SRGN,225,3.15303
Exc L2 LINC00507 GLRA3,5017,70.3055
Micro L1-6 TYROBP CD74,9,0.126121
VLMC L1-5 PDGFRA COLEC12,2,0.0280269
