cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,97,1.10077
Endo L2-5 NOSTRIN SRGN,222,2.51929
Exc L2 LINC00507 GLRA3,7989,90.6605
Micro L1-6 TYROBP CD74,24,0.272356
OPC L1-6 PDGFRA COL20A1,28,0.317749
VLMC L1-5 PDGFRA COLEC12,452,5.12937
