cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,3503,38.4227
Astro L1-6 FGFR3 PLCG1,7,0.0767796
Endo L2-5 NOSTRIN SRGN,405,4.44225
Exc L2 LINC00507 GLRA3,2227,24.4269
Exc L3-5 RORB RPRM,909,9.97038
Micro L1-6 TYROBP CD74,606,6.64692
Oligo L2-6 OPALIN FTH1P3,13,0.142591
OPC L1-6 PDGFRA COL20A1,671,7.35988
VLMC L1-5 PDGFRA COLEC12,776,8.51157
