,bar_graph_portal_id,dataset_id,collection_id,url
0,cf18e897-e8b2-4e60-b03d-f587d38596ad_199129.csv,cf18e897-e8b2-4e60-b03d-f587d38596ad,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,https://api.cellxgene.cziscience.com/dp/v1/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7#199129_cf18e897-e8b2-4e60-b03d-f587d38596ad
1,e09e81de-a537-4a60-ac60-209802e3224e_S1130.csv,e09e81de-a537-4a60-ac60-209802e3224e,7651ac1a-f947-463a-9223-a9e408a41989,https://api.cellxgene.cziscience.com/dp/v1/collections/7651ac1a-f947-463a-9223-a9e408a41989#S1130_e09e81de-a537-4a60-ac60-209802e3224e
2,7ae94573-bd9b-40e2-b1ca-d0db42d20c2b_TSP14.csv,7ae94573-bd9b-40e2-b1ca-d0db42d20c2b,e5f58829-1a66-40b5-a624-9046778e74f5,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP14_7ae94573-bd9b-40e2-b1ca-d0db42d20c2b
3,2993616d-12b8-477a-b8dd-3c9415d92119_2119.csv,2993616d-12b8-477a-b8dd-3c9415d92119,17481d16-ee44-49e5-bcf0-28c0780d8c4a,https://api.cellxgene.cziscience.com/dp/v1/collections/17481d16-ee44-49e5-bcf0-28c0780d8c4a#2119_2993616d-12b8-477a-b8dd-3c9415d92119
4,771fe5d8-a50d-4c89-b2c9-952be3ee927f_152638.csv,771fe5d8-a50d-4c89-b2c9-952be3ee927f,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,https://api.cellxgene.cziscience.com/dp/v1/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7#152638_771fe5d8-a50d-4c89-b2c9-952be3ee927f
5,1e7713ad-b371-465a-acd8-6959c8ea905f_ABV.csv,1e7713ad-b371-465a-acd8-6959c8ea905f,60358420-6055-411d-ba4f-e8ac80682a2e,https://api.cellxgene.cziscience.com/dp/v1/collections/60358420-6055-411d-ba4f-e8ac80682a2e#ABV_1e7713ad-b371-465a-acd8-6959c8ea905f
6,713a4e11-e4b3-4209-830d-8daf4d58a7f2_199129.csv,713a4e11-e4b3-4209-830d-8daf4d58a7f2,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,https://api.cellxgene.cziscience.com/dp/v1/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7#199129_713a4e11-e4b3-4209-830d-8daf4d58a7f2
7,0bf337e1-befd-4898-912f-5004bfc04e84_Patient08.csv,0bf337e1-befd-4898-912f-5004bfc04e84,a18474f4-ff1e-4864-af69-270b956cee5b,https://api.cellxgene.cziscience.com/dp/v1/collections/a18474f4-ff1e-4864-af69-270b956cee5b#Patient08_0bf337e1-befd-4898-912f-5004bfc04e84
8,e09e81de-a537-4a60-ac60-209802e3224e_S1127.csv,e09e81de-a537-4a60-ac60-209802e3224e,7651ac1a-f947-463a-9223-a9e408a41989,https://api.cellxgene.cziscience.com/dp/v1/collections/7651ac1a-f947-463a-9223-a9e408a41989#S1127_e09e81de-a537-4a60-ac60-209802e3224e
9,2993616d-12b8-477a-b8dd-3c9415d92119_2133.csv,2993616d-12b8-477a-b8dd-3c9415d92119,17481d16-ee44-49e5-bcf0-28c0780d8c4a,https://api.cellxgene.cziscience.com/dp/v1/collections/17481d16-ee44-49e5-bcf0-28c0780d8c4a#2133_2993616d-12b8-477a-b8dd-3c9415d92119
10,4676160f-b0f6-4dea-a104-c2ef86c74674_TSP2.csv,4676160f-b0f6-4dea-a104-c2ef86c74674,e5f58829-1a66-40b5-a624-9046778e74f5,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP2_4676160f-b0f6-4dea-a104-c2ef86c74674
