,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,secretory cell,CL:0000151,male,European,29-year-old human stage,65,0.3823529411764706
1,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,neuroendocrine cell,CL:0000165,male,European,29-year-old human stage,12,0.07058823529411765
2,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,luminal cell of prostate epithelium,CL:0002340,male,European,29-year-old human stage,235,1.3823529411764706
3,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,basal cell of prostate epithelium,CL:0002341,male,European,29-year-old human stage,5045,29.676470588235293
4,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,epithelial cell of urethra,CL:1000296,male,European,29-year-old human stage,261,1.535294117647059
5,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,secretory cell,CL:0000151,male,European,31-year-old human stage,162,0.9529411764705882
6,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,luminal cell of prostate epithelium,CL:0002340,male,European,31-year-old human stage,739,4.347058823529411
7,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,basal cell of prostate epithelium,CL:0002341,male,European,31-year-old human stage,2251,13.241176470588234
8,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,epithelial cell of urethra,CL:1000296,male,European,31-year-old human stage,80,0.4705882352941176
9,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,secretory cell,CL:0000151,male,European,29-year-old human stage,209,1.2294117647058824
10,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,neuroendocrine cell,CL:0000165,male,European,29-year-old human stage,6,0.03529411764705882
11,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,luminal cell of prostate epithelium,CL:0002340,male,European,29-year-old human stage,79,0.4647058823529412
12,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,basal cell of prostate epithelium,CL:0002341,male,European,29-year-old human stage,3609,21.229411764705883
13,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,epithelial cell of urethra,CL:1000296,male,European,29-year-old human stage,1872,11.011764705882353
14,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,secretory cell,CL:0000151,male,European,31-year-old human stage,800,4.705882352941177
15,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,neuroendocrine cell,CL:0000165,male,European,31-year-old human stage,2,0.011764705882352941
16,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,luminal cell of prostate epithelium,CL:0002340,male,European,31-year-old human stage,220,1.2941176470588236
17,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,basal cell of prostate epithelium,CL:0002341,male,European,31-year-old human stage,791,4.652941176470589
18,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,epithelial cell of urethra,CL:1000296,male,European,31-year-old human stage,562,3.3058823529411767
