,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
28,Tabula Sapiens - All Cells,pancreatic A cell,CL:0000171,female,European,59-year-old human stage,25,0.09261317329776989
29,Tabula Sapiens - All Cells,B cell,CL:0000236,female,European,59-year-old human stage,117,0.433429651033563
30,Tabula Sapiens - All Cells,myeloid cell,CL:0000763,female,European,59-year-old human stage,57,0.21115803511891534
31,Tabula Sapiens - All Cells,pancreatic acinar cell,CL:0002064,female,European,59-year-old human stage,442,1.6374009039045714
32,Tabula Sapiens - All Cells,pancreatic ductal cell,CL:0002079,female,European,59-year-old human stage,539,1.9967400162999183
33,Tabula Sapiens - All Cells,pancreatic PP cell,CL:0002275,female,European,59-year-old human stage,70,0.2593168852337556
34,Tabula Sapiens - All Cells,pancreatic stellate cell,CL:0002410,female,European,59-year-old human stage,7,0.025931688523375566
35,Tabula Sapiens - All Cells,T cell,CL:0000084,female,European,59-year-old human stage,1,0.003704526931910795
36,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,European,59-year-old human stage,92,0.34081647773579316
37,Tabula Sapiens - All Cells,type B pancreatic cell,CL:0000169,female,European,59-year-old human stage,71,0.26302141216566644
38,Tabula Sapiens - All Cells,pancreatic A cell,CL:0000171,female,European,59-year-old human stage,46,0.17040823886789658
39,Tabula Sapiens - All Cells,pancreatic D cell,CL:0000173,female,European,59-year-old human stage,9,0.033340742387197156
40,Tabula Sapiens - All Cells,B cell,CL:0000236,female,European,59-year-old human stage,2,0.00740905386382159
41,Tabula Sapiens - All Cells,myeloid cell,CL:0000763,female,European,59-year-old human stage,28,0.10372675409350227
42,Tabula Sapiens - All Cells,pancreatic acinar cell,CL:0002064,female,European,59-year-old human stage,3922,14.529154626954139
43,Tabula Sapiens - All Cells,pancreatic ductal cell,CL:0002079,female,European,59-year-old human stage,1074,3.978661924872194
44,Tabula Sapiens - All Cells,pancreatic PP cell,CL:0002275,female,European,59-year-old human stage,1,0.003704526931910795
45,Tabula Sapiens - All Cells,pancreatic stellate cell,CL:0002410,female,European,59-year-old human stage,32,0.11854486182114544
46,Tabula Sapiens - All Cells,fibroblast,CL:0000057,male,Hispanic or Latin American,37-year-old human stage,47,0.17411276579980736
47,Tabula Sapiens - All Cells,T cell,CL:0000084,male,Hispanic or Latin American,37-year-old human stage,544,2.0152626509594724
48,Tabula Sapiens - All Cells,mast cell,CL:0000097,male,Hispanic or Latin American,37-year-old human stage,2,0.00740905386382159
49,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,male,Hispanic or Latin American,37-year-old human stage,1835,6.797806920056308
50,Tabula Sapiens - All Cells,type B pancreatic cell,CL:0000169,male,Hispanic or Latin American,37-year-old human stage,17,0.06297695784248351
51,Tabula Sapiens - All Cells,B cell,CL:0000236,male,Hispanic or Latin American,37-year-old human stage,25,0.09261317329776989
52,Tabula Sapiens - All Cells,myeloid cell,CL:0000763,male,Hispanic or Latin American,37-year-old human stage,1777,6.5829443580054825
53,Tabula Sapiens - All Cells,plasma cell,CL:0000786,male,Hispanic or Latin American,37-year-old human stage,63,0.23338519671038008
54,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,male,Hispanic or Latin American,37-year-old human stage,47,0.17411276579980736
55,Tabula Sapiens - All Cells,pancreatic acinar cell,CL:0002064,male,Hispanic or Latin American,37-year-old human stage,1170,4.33429651033563
56,Tabula Sapiens - All Cells,pancreatic ductal cell,CL:0002079,male,Hispanic or Latin American,37-year-old human stage,818,3.0303030303030303
57,Tabula Sapiens - All Cells,pancreatic stellate cell,CL:0002410,male,Hispanic or Latin American,37-year-old human stage,354,1.3114025338964215
