,cell_type,sex,race,count,percentage
0,"CD4-positive, alpha-beta T cell",female,unknown,1,2.083333333333333
1,epithelial cell of proximal tubule,female,unknown,1,2.083333333333333
2,kidney epithelial cell,female,unknown,46,95.83333333333334
