,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
33,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,African American or Afro-Caribbean,38-year-old human stage,49,0.34390791690061767
34,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,38-year-old human stage,81,0.56850084222347
35,Tabula Sapiens - All Cells,epithelial cell of uterus,CL:0002149,female,African American or Afro-Caribbean,38-year-old human stage,137,0.9615384615384616
36,Tabula Sapiens - All Cells,myometrial cell,CL:0002366,female,African American or Afro-Caribbean,38-year-old human stage,2,0.014037057832678272
37,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,African American or Afro-Caribbean,38-year-old human stage,340,2.386299831555306
38,Tabula Sapiens - All Cells,epithelial cell,CL:0000066,female,African American or Afro-Caribbean,38-year-old human stage,2,0.014037057832678272
39,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,38-year-old human stage,5,0.03509264458169568
40,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,38-year-old human stage,1972,13.840539023020776
41,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,38-year-old human stage,36,0.25266704098820886
42,Tabula Sapiens - All Cells,vascular associated smooth muscle cell,CL:0000359,female,African American or Afro-Caribbean,38-year-old human stage,390,2.737226277372263
43,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,38-year-old human stage,74,0.5193711398090961
44,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,38-year-old human stage,2,0.014037057832678272
45,Tabula Sapiens - All Cells,epithelial cell of uterus,CL:0002149,female,African American or Afro-Caribbean,38-year-old human stage,7,0.04912970241437394
46,Tabula Sapiens - All Cells,myometrial cell,CL:0002366,female,African American or Afro-Caribbean,38-year-old human stage,197,1.3826501965188096
