,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,African American or Afro-Caribbean,38-year-old human stage,3014,21.153846153846153
1,Tabula Sapiens - All Cells,epithelial cell,CL:0000066,female,African American or Afro-Caribbean,38-year-old human stage,68,0.4772599663110612
2,Tabula Sapiens - All Cells,ciliated epithelial cell,CL:0000067,female,African American or Afro-Caribbean,38-year-old human stage,31,0.2175743964065132
3,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,38-year-old human stage,546,3.832116788321168
4,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,38-year-old human stage,2077,14.577484559236384
5,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,38-year-old human stage,344,2.4143739472206627
6,Tabula Sapiens - All Cells,B cell,CL:0000236,female,African American or Afro-Caribbean,38-year-old human stage,10,0.07018528916339135
7,Tabula Sapiens - All Cells,vascular associated smooth muscle cell,CL:0000359,female,African American or Afro-Caribbean,38-year-old human stage,390,2.737226277372263
8,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,38-year-old human stage,95,0.6667602470522178
9,Tabula Sapiens - All Cells,leukocyte,CL:0000738,female,African American or Afro-Caribbean,38-year-old human stage,17,0.1193149915777653
10,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,African American or Afro-Caribbean,38-year-old human stage,53,0.3719820325659742
11,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,38-year-old human stage,86,0.6035934868051657
12,Tabula Sapiens - All Cells,epithelial cell of uterus,CL:0002149,female,African American or Afro-Caribbean,38-year-old human stage,194,1.3615946097697922
13,Tabula Sapiens - All Cells,myometrial cell,CL:0002366,female,African American or Afro-Caribbean,38-year-old human stage,199,1.3966872543514879
14,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,African American or Afro-Caribbean,38-year-old human stage,154,1.0808534531162268
15,Tabula Sapiens - All Cells,epithelial cell,CL:0000066,female,African American or Afro-Caribbean,38-year-old human stage,2,0.014037057832678272
16,Tabula Sapiens - All Cells,ciliated epithelial cell,CL:0000067,female,African American or Afro-Caribbean,38-year-old human stage,2,0.014037057832678272
17,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,38-year-old human stage,33,0.23161145423919147
18,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,38-year-old human stage,18,0.12633352049410443
19,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,38-year-old human stage,18,0.12633352049410443
20,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,38-year-old human stage,2,0.014037057832678272
21,Tabula Sapiens - All Cells,mature NK T cell,CL:0000814,female,African American or Afro-Caribbean,38-year-old human stage,4,0.028074115665356544
22,Tabula Sapiens - All Cells,endothelial cell of lymphatic vessel,CL:0002138,female,African American or Afro-Caribbean,38-year-old human stage,3,0.021055586749017405
23,Tabula Sapiens - All Cells,epithelial cell of uterus,CL:0002149,female,African American or Afro-Caribbean,38-year-old human stage,50,0.35092644581695676
24,Tabula Sapiens - All Cells,fibroblast,CL:0000057,female,African American or Afro-Caribbean,38-year-old human stage,2520,17.68669286917462
25,Tabula Sapiens - All Cells,epithelial cell,CL:0000066,female,African American or Afro-Caribbean,38-year-old human stage,64,0.4491858506457047
26,Tabula Sapiens - All Cells,ciliated epithelial cell,CL:0000067,female,African American or Afro-Caribbean,38-year-old human stage,29,0.20353733857383494
27,Tabula Sapiens - All Cells,T cell,CL:0000084,female,African American or Afro-Caribbean,38-year-old human stage,508,3.565412689500281
28,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,38-year-old human stage,87,0.6106120157215048
29,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,38-year-old human stage,290,2.035373385738349
30,Tabula Sapiens - All Cells,B cell,CL:0000236,female,African American or Afro-Caribbean,38-year-old human stage,10,0.07018528916339135
31,Tabula Sapiens - All Cells,pericyte cell,CL:0000669,female,African American or Afro-Caribbean,38-year-old human stage,19,0.13335204941044357
32,Tabula Sapiens - All Cells,leukocyte,CL:0000738,female,African American or Afro-Caribbean,38-year-old human stage,17,0.1193149915777653
