cell_type,count,percentage
Astro,159,1.97687
Endo,12,0.149198
L2/3 IT,2057,25.5750
L5 ET,82,1.01952
L5 IT,1489,18.5130
L5/6 NP,205,2.54880
L6 CT,354,4.40134
L6 IT,450,5.59493
L6 IT Car3,174,2.16337
L6b,220,2.73530
Lamp5,431,5.35870
Micro-PVM,14,0.174064
Oligo,562,6.98744
OPC,54,0.671391
Pvalb,689,8.56646
Sncg,95,1.18115
Sst,606,7.53450
Sst Chodl,6,0.0745990
Vip,367,4.56297
VLMC,17,0.211364
