cell_type,count,percentage
Astro,64,0.788663
Endo,2,0.0246457
L2/3 IT,2941,36.2415
L5 ET,125,1.54036
L5 IT,1384,17.0548
L5/6 NP,177,2.18115
L6 CT,298,3.67221
L6 IT,423,5.21257
L6 IT Car3,108,1.33087
L6b,156,1.92237
Lamp5,369,4.54713
Micro-PVM,7,0.0862600
Oligo,230,2.83426
OPC,5,0.0616143
Pvalb,680,8.37954
Sncg,135,1.66359
Sst,495,6.09982
Sst Chodl,7,0.0862600
Vip,502,6.18608
VLMC,7,0.0862600
